33	000136__AP014877_00014|IncFIA	1.00	33662	858
33	CP022610_00144|IncFIA	1.00	33662	858
33	MK878891_00042|IncFIA	0.97	33662	858
33	CP010222_00090|IncFIA	0.99	33662	681
33	CP012501_00008|IncFIA	1.00	33662	870
33	MH263653_00001|IncFIA	1.00	33662	756
33	CP026817_00197|IncFIA	1.00	33662	756
33	CP030782_00013|IncFIA	1.00	33662	858
33	CP027674_00138|IncFIA	1.00	33662	858
33	CP030786_00062|IncFIA	1.00	33662	858
33	CP028121_00059|IncFIA	1.00	33662	858
33	CP030197_00001|IncFIA	1.00	33662	858
33	CP040649_00006|IncFIA	1.00	33662	750
33	CP043735_00036|IncFIA	1.00	33662	672
33	CP042629_00001|IncFIA	0.99	33662	543
33	CP010126_00145|IncFIA	1.00	33662	858
33	AF401292|IncFIC	1.00	33662	258
33	AP009242|IncFIC	1.00	33662	264
33	AY458016|IncFIC	1.00	33662	261
33	CP003035|IncFIC	1.00	33662	259
33	CR942285|IncFIC	1.00	33662	262
33	CP014493_00001|IncFIC	1.00	33662	183
33	000121__CP024805|IncFII	0.91	33662	261
33	000127__CP009275|IncFII	1.00	33662	228
33	AJ851089|IncFII	1.00	33662	261
33	JN232517|IncFII	1.00	33662	260
33	LS992172_00069|IncFII	0.91	33662	303
33	KC340959|IncK2/Z	0.96	33662	873
33	KJ484640|IncK2/Z	0.96	33662	873
33	KR905388|IncK2/Z	0.96	33662	873
33	CP031286_00006|rep_cluster_2232	1.00	33662	849
33	CP033091_00053|rep_cluster_2244	1.00	33662	834
38	CP010124_00057|IncI1	0.97	19329	1023
38	CP028111_00085|IncI1	1.00	19329	735
38	HF572032|IncI1/B/O	1.00	19329	1032
38	KX246268|IncI1/B/O	1.00	19329	1032
38	EU418926|IncI1/B/O	1.00	19329	1032
38	CP012627|IncI1/B/O	1.00	19329	1032
38	DQ017661|IncI1/B/O	1.00	19329	1032
38	FJ386569|IncI1/B/O	1.00	19329	1032
38	KU932021|IncI1/B/O	1.00	19329	1032
38	CP042618_00163|rep_cluster_2371	1.00	19329	441
38	CP001118|IncI-gamma/K1	1.00	19329	1032
38	MG764547|IncI-gamma/K1	1.00	19329	1032
38	KT186369|IncI-gamma/K1	1.00	19329	1032
38	KJ484639|IncI-gamma/K1	1.00	19329	1032
38	MF344575|IncI-gamma/K1	1.00	19329	1032
38	CP010831|IncI-gamma/K1	1.00	19329	1032
38	MF344577|IncI-gamma/K1	1.00	19329	1032
38	CP003290|IncI-gamma/K1	1.00	19329	1032
38	KM409652|IncI-gamma/K1	1.00	19329	1032
38	AP011954|IncI-gamma/K1	1.00	19329	1032
38	KC788405|IncI-gamma/K1	1.00	19329	1032
38	KT754167|IncI-gamma/K1	1.00	19329	1032
38	CP002968|IncI-gamma/K1	1.00	19329	1032
38	MF344576|IncI-gamma/K1	1.00	19329	1032
38	CP013193|IncI-gamma/K1	1.00	19329	1032
42	000095__NZ_CP014273_00094|IncFIB	1.00	9000	978
42	000096__NC_019117_00097|IncFIB	1.00	9000	978
42	AP001918|IncFIB	1.00	9000	682
42	CP022140_00116|IncFIB	0.94	9000	702
42	CP037942_00031|IncFIB	0.97	9000	507
42	CP025678_00009|IncFIB	1.00	9000	978
42	AP019857_00001|IncFIB	1.00	9000	984
42	CP019182_00137|IncFIB	1.00	9000	981
61	JX133088|ColpVC	1.00	2096	193
